name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
MINTON,2426,13667,5.07,51308.94,91.15,5.58,0.35,0.60,1.01,1.32
HITCHCOCK,2427,13664,5.07,51314.00,92.02,4.41,0.36,0.56,1.27,1.39
LINTON,2428,13660,5.06,51319.06,72.88,22.04,0.37,1.27,1.43,2.01
HANDY,2429,13655,5.06,51324.13,58.57,35.79,0.45,0.40,1.73,3.07
CROUSE,2430,13654,5.06,51329.19,95.63,0.94,0.53,0.75,1.09,1.05
COLES,2431,13641,5.06,51334.24,45.51,49.14,0.55,0.34,2.68,1.77
FOY,2432,13630,5.05,51339.30,75.22,20.70,0.73,0.37,1.36,1.61
UPTON,2432,13630,5.05,51344.35,89.66,5.77,0.45,0.85,1.83,1.44
HERRINGTON,2434,13628,5.05,51349.40,87.86,9.08,0.33,0.47,1.06,1.20
HWANG,2435,13610,5.05,51354.45,1.18,(S),96.63,(S),1.60,0.37
MCCLELLAND,2435,13610,5.05,51359.49,85.63,10.52,0.40,0.45,1.34,1.66
RECTOR,2437,13609,5.04,51364.54,89.66,6.43,0.27,0.76,1.20,1.68
LUTHER,2438,13601,5.04,51369.58,91.18,3.04,1.02,2.10,1.15,1.51
KRUGER,2439,13599,5.04,51374.62,95.99,0.26,0.42,0.49,0.99,1.85
SALCEDO,2440,13593,5.04,51379.66,5.82,0.35,5.11,0.26,0.74,87.71
CHANCE,2441,13586,5.04,51384.69,77.51,16.97,0.66,1.29,1.90,1.67
GUNDERSON,2442,13583,5.04,51389.73,95.71,0.27,0.71,0.70,1.15,1.47
THARP,2443,13578,5.03,51394.76,93.92,2.47,0.39,0.41,1.40,1.41
GRIFFITHS,2444,13563,5.03,51399.79,88.83,7.48,0.53,0.28,1.33,1.55
GRAF,2445,13558,5.03,51404.82,95.82,0.92,0.53,0.15,0.89,1.70
BRANHAM,2446,13550,5.02,51409.84,88.54,7.37,0.33,1.41,1.36,0.99
HUMPHREYS,2447,13548,5.02,51414.86,91.78,3.68,0.34,0.80,1.31,2.08
RENNER,2448,13547,5.02,51419.88,95.92,0.72,0.35,0.39,0.84,1.78
LIMA,2449,13539,5.02,51424.90,46.38,3.14,1.79,0.06,7.90,40.73
ROONEY,2450,13527,5.01,51429.92,95.59,1.21,0.43,0.35,0.89,1.54
MOYA,2451,13526,5.01,51434.93,8.16,0.72,2.26,0.42,0.59,87.85
ALMEIDA,2452,13523,5.01,51439.94,58.44,2.35,2.53,0.19,7.53,28.96
GAVIN,2453,13515,5.01,51444.95,78.36,17.25,0.53,0.27,1.22,2.38
COBURN,2454,13514,5.01,51449.96,87.15,8.78,0.44,0.56,1.43,1.64
OUELLETTE,2455,13498,5.00,51454.97,96.98,0.12,0.25,0.50,1.19,0.96
GOETZ,2456,13495,5.00,51459.97,96.37,0.11,0.46,0.63,1.10,1.33
SEAY,2457,13492,5.00,51464.97,70.60,25.88,0.39,0.51,1.56,1.07
PARROTT,2458,13473,4.99,51469.97,85.69,11.08,0.39,0.36,1.08,1.40
HARMS,2459,13468,4.99,51474.96,95.95,0.90,0.42,0.30,1.07,1.37
ROBB,2460,13455,4.99,51479.95,91.22,5.25,0.39,0.39,1.26,1.49
STOREY,2461,13450,4.99,51484.93,86.01,9.43,0.51,0.57,1.26,2.24
BARBOSA,2462,13433,4.98,51489.91,23.09,2.25,1.38,0.13,8.32,64.83
BARRAZA,2463,13430,4.98,51494.89,4.15,0.13,0.25,0.27,0.25,94.95
LOYD,2464,13422,4.98,51499.87,76.42,17.57,0.44,0.87,1.57,3.13
MERCHANT,2465,13421,4.98,51504.84,68.66,15.23,11.12,0.50,2.44,2.06
DONOHUE,2466,13416,4.97,51509.81,96.21,0.39,0.49,0.18,1.10,1.63
CARRIER,2467,13413,4.97,51514.79,88.46,7.74,0.41,0.78,1.30,1.30
DIGGS,2468,13405,4.97,51519.75,26.34,68.73,0.38,0.39,2.64,1.52
CHASTAIN,2469,13403,4.97,51524.72,95.51,0.54,0.31,0.82,1.45,1.38
SHERRILL,2470,13389,4.96,51529.69,84.05,11.20,1.25,0.64,1.49,1.37
WHIPPLE,2471,13387,4.96,51534.65,86.81,7.22,0.39,2.54,1.45,1.59
BRASWELL,2472,13383,4.96,51539.61,72.34,24.22,0.34,0.34,1.32,1.44
WEATHERS,2473,13376,4.96,51544.57,61.77,33.55,0.34,0.64,2.06,1.64
LINDER,2474,13375,4.96,51549.53,85.55,11.10,0.30,0.46,1.14,1.46
CHAPA,2475,13370,4.96,51554.48,8.38,0.19,0.91,0.22,0.34,89.96
BOCK,2476,13369,4.96,51559.44,95.65,0.54,0.62,0.22,1.19,1.79
OH,2477,13366,4.95,51564.39,2.00,(S),95.68,(S),1.80,0.33
LOVELACE,2478,13359,4.95,51569.35,73.07,22.70,0.40,0.76,1.65,1.42
SAAVEDRA,2479,13358,4.95,51574.30,6.51,0.23,2.04,0.46,0.43,90.34
FERRARA,2480,13357,4.95,51579.25,95.15,0.43,0.39,0.15,1.11,2.77
CALLAWAY,2481,13354,4.95,51584.20,80.90,15.28,0.31,0.65,1.34,1.51
SALMON,2482,13328,4.94,51589.14,75.07,13.89,1.09,0.54,2.00,7.42
TEMPLETON,2483,13299,4.93,51594.07,91.01,4.76,0.34,0.63,1.33,1.92
CHRISTY,2484,13295,4.93,51599.00,90.16,4.91,1.01,0.97,1.33,1.62
HARP,2484,13295,4.93,51603.93,85.09,10.11,0.40,1.05,1.77,1.59
DOWD,2486,13279,4.92,51608.85,90.44,5.42,0.68,0.66,1.27,1.54
FORRESTER,2487,13276,4.92,51613.77,87.12,9.33,0.35,0.52,1.40,1.28
LAWTON,2488,13272,4.92,51618.69,75.64,20.31,0.68,0.34,1.69,1.35
EPSTEIN,2489,13269,4.92,51623.61,97.05,(S),0.47,(S),0.95,1.32
GANT,2490,13268,4.92,51628.53,47.19,48.29,0.32,0.54,2.34,1.32
TIERNEY,2491,13262,4.92,51633.44,97.23,0.30,0.40,0.16,0.71,1.21
SEAMAN,2492,13260,4.92,51638.36,94.25,1.17,0.66,0.54,1.53,1.85
CORRAL,2493,13252,4.91,51643.27,7.14,0.37,0.79,0.27,0.33,91.10
DOWDY,2494,13249,4.91,51648.18,78.53,17.70,0.19,0.82,1.34,1.43
ZARAGOZA,2495,13245,4.91,51653.09,4.30,0.22,2.08,0.24,0.54,92.61
MORRISSEY,2496,13244,4.91,51658.00,96.29,0.59,0.44,0.16,1.01,1.51
ELLER,2497,13243,4.91,51662.91,94.89,1.59,0.33,0.87,1.02,1.30
CHAU,2498,13238,4.91,51667.82,1.58,0.20,94.12,0.08,2.52,1.51
BREEN,2499,13237,4.91,51672.73,90.05,6.44,0.67,0.23,1.07,1.54
HIGH,2500,13236,4.91,51677.63,71.52,24.08,0.76,0.73,1.52,1.40
NEWBERRY,2501,13233,4.91,51682.54,88.04,8.15,0.36,0.50,1.47,1.48
BEAM,2502,13230,4.90,51687.44,93.78,3.16,0.34,0.47,1.11,1.14
YANCEY,2503,13226,4.90,51692.34,65.78,30.26,0.30,0.45,1.86,1.35
JARRELL,2504,13224,4.90,51697.25,90.29,6.96,0.42,0.19,1.28,0.86
CERDA,2505,13215,4.90,51702.15,5.57,0.17,0.26,0.33,0.32,93.36
ELLSWORTH,2506,13213,4.90,51707.04,92.29,2.88,0.57,1.02,1.22,2.03
LOFTON,2507,13212,4.90,51711.94,38.91,56.24,0.26,1.20,1.80,1.58
THIBODEAUX,2508,13199,4.89,51716.83,81.08,15.85,0.15,0.48,1.20,1.23
POOL,2509,13194,4.89,51721.73,85.69,7.48,0.52,0.76,1.34,4.21
RINEHART,2510,13192,4.89,51726.62,95.21,1.57,0.28,0.50,1.09,1.35
ARTEAGA,2511,13185,4.89,51731.50,4.17,0.25,0.20,0.24,0.39,94.76
MARLOW,2511,13185,4.89,51736.39,88.78,6.59,0.40,0.82,1.32,2.09
HACKER,2513,13178,4.89,51741.28,95.25,1.12,0.36,0.61,1.36,1.30
WILL,2514,13177,4.88,51746.16,91.17,5.32,0.52,0.39,1.21,1.39
MACKENZIE,2515,13174,4.88,51751.04,94.50,1.11,0.71,0.26,1.41,2.02
HOOK,2516,13171,4.88,51755.93,91.75,4.00,0.92,0.56,1.29,1.47
GILLILAND,2517,13170,4.88,51760.81,95.09,1.06,0.46,0.56,1.37,1.46
EMMONS,2518,13162,4.88,51765.69,92.91,3.18,0.55,0.34,1.44,1.57
PICKERING,2519,13154,4.88,51770.56,90.06,5.28,0.52,0.91,1.44,1.79
MEDLEY,2520,13152,4.88,51775.44,73.14,23.01,0.27,0.43,1.80,1.35
ANDREW,2521,13145,4.87,51780.31,75.79,12.94,1.16,4.23,1.55,4.32
WILLEY,2521,13145,4.87,51785.18,94.82,1.86,0.38,0.57,1.14,1.23
SHELL,2523,13143,4.87,51790.06,77.39,18.17,0.44,1.34,1.37,1.29
RANDLE,2524,13133,4.87,51794.93,27.69,68.20,0.25,0.25,2.32,1.28
BRINKLEY,2525,13121,4.86,51799.79,69.43,27.18,0.22,0.50,1.49,1.19
PRUETT,2526,13113,4.86,51804.65,93.98,1.87,0.53,0.43,1.43,1.75
TOBIAS,2526,13113,4.86,51809.51,60.32,13.15,3.32,0.23,1.30,21.67
EDMONDSON,2528,13107,4.86,51814.37,74.83,20.98,0.41,0.50,1.44,1.83
GRIER,2529,13098,4.86,51819.23,40.53,56.06,0.34,0.23,1.70,1.15
ASKEW,2530,13095,4.85,51824.08,48.44,48.32,0.26,0.32,1.49,1.17
BATISTA,2530,13095,4.85,51828.93,17.33,1.36,0.27,0.09,2.86,78.08
SALDIVAR,2530,13095,4.85,51833.79,5.36,0.27,1.24,0.27,0.55,92.31
MOELLER,2533,13094,4.85,51838.64,96.82,0.15,0.50,0.25,0.80,1.48
AUGUSTINE,2534,13093,4.85,51843.50,71.68,18.61,2.60,2.23,2.05,2.83
CHAVARRIA,2534,13093,4.85,51848.35,5.38,0.53,0.21,0.79,0.44,92.66
TROYER,2536,13091,4.85,51853.20,98.28,0.24,0.21,0.19,0.49,0.60
LAYNE,2537,13084,4.85,51858.05,81.42,14.37,0.47,0.36,1.60,1.78
MCNULTY,2538,13080,4.85,51862.90,94.08,2.78,0.60,0.19,0.91,1.44
SHANK,2539,13070,4.85,51867.75,94.12,2.65,0.48,0.40,0.99,1.35
DESAI,2540,13057,4.84,51872.59,2.90,0.25,91.72,0.28,4.43,0.42
HERRMANN,2541,13056,4.84,51877.43,96.88,0.24,0.49,0.35,0.97,1.07
HEMPHILL,2542,13054,4.84,51882.26,63.54,32.46,0.41,0.45,1.70,1.44
BEARDEN,2543,13051,4.84,51887.10,90.15,6.11,0.28,0.68,1.37,1.41
SPEAR,2544,13049,4.84,51891.94,88.69,7.47,0.48,0.60,1.41,1.35
KEENER,2545,13046,4.84,51896.78,92.10,3.87,0.46,1.35,1.10,1.12
HOLGUIN,2546,13039,4.83,51901.61,7.19,0.17,0.18,0.74,0.51,91.22
CULP,2547,13035,4.83,51906.44,87.76,8.49,0.51,0.49,1.14,1.61
BRADEN,2548,13032,4.83,51911.27,86.01,9.77,0.43,0.74,1.61,1.44
BRISCOE,2549,13030,4.83,51916.10,57.34,37.42,0.31,0.94,2.16,1.83
BALES,2550,13028,4.83,51920.93,93.69,1.15,0.64,1.03,1.62,1.87
GARVIN,2551,13027,4.83,51925.76,70.85,24.26,0.55,0.95,1.59,1.81
STOCKTON,2552,13015,4.82,51930.59,86.00,8.72,0.37,0.87,2.02,2.02
ABREU,2553,13012,4.82,51935.41,16.37,0.72,1.16,0.15,2.27,79.33
SUGGS,2553,13012,4.82,51940.23,59.02,37.33,0.15,0.42,1.71,1.35
MCCARTNEY,2555,13011,4.82,51945.06,93.75,2.44,0.51,0.35,1.53,1.41
FERRER,2556,13010,4.82,51949.88,14.60,1.64,18.42,0.11,1.48,63.76
RHOADS,2557,13008,4.82,51954.70,95.36,0.88,0.48,0.63,1.35,1.30
HA,2558,12988,4.81,51959.52,2.98,0.67,93.85,0.06,1.95,0.49
NEVAREZ,2559,12979,4.81,51964.33,4.55,0.17,0.20,0.27,0.33,94.48
SINGLETARY,2559,12979,4.81,51969.14,46.21,50.20,0.25,0.32,1.69,1.32
CHONG,2561,12976,4.81,51973.95,3.23,1.58,82.77,0.05,5.51,6.86
ALCALA,2562,12972,4.81,51978.76,5.98,0.50,1.49,0.15,0.48,91.40
CHENEY,2563,12970,4.81,51983.56,92.18,2.84,0.61,1.15,1.42,1.80
WESTFALL,2564,12968,4.81,51988.37,95.30,0.92,0.68,0.38,1.30,1.43
DAMICO,2565,12966,4.81,51993.18,95.76,0.22,0.40,0.12,1.06,2.44
SNODGRASS,2566,12963,4.81,51997.98,94.85,1.82,0.34,0.59,1.24,1.16
DEVRIES,2567,12958,4.80,52002.79,96.49,0.32,0.68,0.17,0.96,1.38
LOONEY,2568,12955,4.80,52007.59,85.99,9.53,0.31,1.24,1.52,1.41
HEIN,2569,12953,4.80,52012.39,95.91,0.28,0.77,0.26,1.08,1.70
LYLE,2570,12951,4.80,52017.19,84.77,11.40,0.36,0.46,1.44,1.58
LOCKETT,2571,12943,4.80,52021.99,23.16,72.98,0.28,0.30,1.94,1.34
JACQUES,2572,12942,4.80,52026.79,69.43,17.92,0.67,0.37,2.94,8.66
BARKLEY,2573,12940,4.80,52031.58,75.36,20.68,0.46,0.68,1.43,1.39
WAHL,2574,12933,4.79,52036.38,95.62,0.43,0.90,0.36,1.26,1.44
APONTE,2575,12905,4.78,52041.16,7.65,1.45,0.26,0.07,0.47,90.10
MYRICK,2576,12896,4.78,52045.94,66.24,29.61,0.32,0.81,1.55,1.47
BOLIN,2577,12895,4.78,52050.72,91.81,2.57,0.35,1.41,1.71,2.16
HOLM,2578,12894,4.78,52055.50,95.99,0.70,0.50,0.48,1.08,1.25
SLACK,2579,12893,4.78,52060.28,85.61,10.95,0.46,0.33,1.14,1.51
MARTINO,2580,12889,4.78,52065.06,90.37,2.55,0.40,0.08,1.19,5.42
SCHERER,2580,12889,4.78,52069.84,96.83,0.22,0.49,0.35,0.83,1.29
BACHMAN,2582,12887,4.78,52074.62,96.30,0.61,0.59,0.35,1.00,1.15
ELY,2583,12884,4.78,52079.39,89.87,6.19,0.47,0.65,1.36,1.45
NESBITT,2584,12878,4.77,52084.17,62.57,34.07,0.41,0.26,1.40,1.28
MARROQUIN,2585,12874,4.77,52088.94,5.54,0.19,0.24,0.19,0.38,93.45
BOUCHARD,2586,12870,4.77,52093.71,96.43,0.40,0.33,0.55,1.12,1.17
MAST,2587,12869,4.77,52098.48,97.27,0.49,0.33,0.13,0.64,1.13
JAMESON,2588,12868,4.77,52103.25,86.29,8.53,0.69,1.09,1.33,2.07
HILLS,2589,12867,4.77,52108.02,66.82,29.18,0.54,0.61,1.47,1.38
MIRELES,2590,12863,4.77,52112.79,5.75,0.16,0.18,0.26,0.37,93.28
BUENO,2591,12845,4.76,52117.55,7.26,0.34,6.15,0.38,1.11,84.76
PEASE,2592,12828,4.76,52122.30,92.94,2.34,0.47,1.52,1.36,1.38
VITALE,2593,12826,4.75,52127.06,95.67,(S),0.48,(S),1.17,2.35
ALARCON,2594,12821,4.75,52131.81,6.69,0.35,2.69,0.21,0.54,89.52
LINARES,2595,12799,4.74,52136.56,6.34,0.35,0.34,0.14,0.30,92.52
SCHELL,2596,12785,4.74,52141.30,94.60,1.64,0.52,0.48,1.34,1.41
LIPSCOMB,2597,12775,4.74,52146.03,58.11,38.18,0.27,0.38,2.00,1.06
ARRIAGA,2598,12765,4.73,52150.76,5.05,0.27,0.27,0.22,0.37,93.83
BOURGEOIS,2598,12765,4.73,52155.49,90.22,6.85,0.24,0.28,0.98,1.43
BONDS,2600,12763,4.73,52160.23,48.86,46.63,0.27,0.38,2.37,1.48
MARKHAM,2600,12763,4.73,52164.96,89.67,5.74,0.64,0.53,1.83,1.58
IVY,2602,12760,4.73,52169.69,57.84,37.01,0.63,0.58,2.16,1.78
WISNIEWSKI,2602,12760,4.73,52174.42,97.42,0.16,0.39,0.09,0.89,1.04
OLDHAM,2604,12753,4.73,52179.14,87.09,8.62,0.35,0.56,1.68,1.71
FALLON,2605,12744,4.72,52183.87,89.76,1.22,0.52,0.41,1.23,6.87
WENDT,2605,12744,4.72,52188.59,95.90,0.26,0.81,0.39,1.11,1.53
JOY,2607,12741,4.72,52193.32,82.83,8.66,4.40,0.73,1.47,1.91
STAMPER,2608,12729,4.72,52198.03,90.75,5.19,0.36,1.02,1.38,1.30
BABB,2609,12726,4.72,52202.75,84.31,10.85,0.55,0.60,1.56,2.13
STEINBERG,2610,12715,4.71,52207.47,96.46,0.52,0.54,0.17,0.98,1.32
ASHER,2611,12710,4.71,52212.18,91.08,2.91,1.64,0.82,1.59,1.97
FUCHS,2612,12707,4.71,52216.89,96.10,0.34,0.54,0.28,1.03,1.72
BLANK,2613,12706,4.71,52221.60,95.82,1.40,0.35,0.12,0.98,1.32
WILLETT,2613,12706,4.71,52226.31,92.59,3.72,0.63,0.42,1.08,1.57
HEREDIA,2615,12703,4.71,52231.02,5.09,0.40,0.76,0.41,0.38,92.96
CROFT,2616,12702,4.71,52235.73,88.21,8.12,0.53,0.43,1.34,1.36
LYTLE,2617,12701,4.71,52240.43,86.91,9.11,0.48,0.67,1.55,1.28
LANCE,2618,12700,4.71,52245.14,88.24,7.43,0.61,0.87,1.34,1.51
LASSITER,2619,12699,4.71,52249.85,59.93,36.82,0.21,0.39,1.57,1.08
BARRIENTOS,2620,12690,4.70,52254.55,4.11,0.17,2.73,0.23,0.43,92.34
CONDON,2620,12690,4.70,52259.26,94.74,0.80,0.50,1.51,0.91,1.52
BARFIELD,2622,12670,4.70,52263.95,72.27,23.57,0.38,0.71,1.55,1.53
DARDEN,2623,12652,4.69,52268.64,38.86,56.80,0.18,0.82,2.07,1.27
ARAUJO,2624,12646,4.69,52273.33,26.06,1.26,0.70,0.30,5.08,66.60
GUINN,2625,12641,4.69,52278.02,84.16,9.83,0.46,1.86,1.87,1.83
NOONAN,2625,12641,4.69,52282.70,96.44,0.75,0.36,0.14,0.98,1.32
BURLESON,2627,12637,4.68,52287.39,88.57,7.61,0.27,0.67,1.48,1.39
BELANGER,2628,12634,4.68,52292.07,96.02,0.63,0.40,0.75,1.19,1.01
MAIN,2629,12631,4.68,52296.75,93.83,0.44,1.15,1.33,1.25,2.00
TRAYLOR,2630,12627,4.68,52301.43,59.07,37.04,0.34,0.33,1.88,1.33
MESSINA,2631,12626,4.68,52306.12,95.21,0.25,0.39,0.09,1.13,2.94
ZEIGLER,2631,12626,4.68,52310.80,76.36,20.76,0.58,0.26,1.26,0.78
DANIELSON,2633,12622,4.68,52315.47,94.79,0.80,0.92,0.51,1.66,1.31
MILLARD,2633,12622,4.68,52320.15,91.19,3.97,0.66,0.47,1.68,2.04
KENYON,2635,12620,4.68,52324.83,95.20,1.08,0.53,0.69,1.26,1.24
RADFORD,2636,12607,4.67,52329.51,79.80,16.23,0.35,0.75,1.63,1.25
GRAFF,2637,12601,4.67,52334.18,96.37,0.26,0.64,0.19,1.11,1.43
BEATY,2638,12588,4.67,52338.84,84.70,11.80,0.37,0.54,1.28,1.30
BAGGETT,2639,12586,4.67,52343.51,87.86,9.24,0.27,0.37,0.99,1.28
CRISP,2640,12581,4.66,52348.17,83.79,12.07,0.37,0.59,1.70,1.48
SALISBURY,2640,12581,4.66,52352.84,92.85,2.91,0.71,0.46,1.32,1.75
TROUT,2642,12569,4.66,52357.49,94.39,1.50,0.44,1.14,1.15,1.38
LORENZO,2643,12568,4.66,52362.15,27.40,1.80,10.30,1.11,1.75,57.64
PARSON,2644,12565,4.66,52366.81,63.15,31.34,0.55,0.56,1.91,2.49
GANN,2645,12563,4.66,52371.47,93.50,1.15,0.64,1.83,1.31,1.57
GARBER,2646,12558,4.66,52376.12,95.86,1.19,0.50,0.24,0.96,1.24
ADCOCK,2647,12550,4.65,52380.78,95.62,0.87,0.36,0.62,1.34,1.20
COVARRUBIAS,2648,12543,4.65,52385.43,3.49,0.18,0.37,0.24,0.37,95.36
SCALES,2649,12542,4.65,52390.08,41.21,54.89,0.29,0.31,2.15,1.15
ACUNA,2650,12537,4.65,52394.72,7.42,0.22,3.73,1.01,0.76,86.85
THRASHER,2651,12535,4.65,52399.37,86.57,9.50,0.37,0.84,1.47,1.24
CARD,2652,12532,4.65,52404.01,69.73,6.95,1.14,0.73,1.54,19.91
VAN,2653,12531,4.65,52408.66,51.60,5.14,39.45,0.36,2.07,1.38
MABRY,2654,12508,4.64,52413.30,70.86,25.37,0.38,0.45,1.42,1.53
MOHAMED,2655,12499,4.63,52417.93,21.22,36.78,11.91,0.38,27.37,2.34
MONTANEZ,2656,12482,4.63,52422.56,5.17,0.90,0.53,0.18,0.42,92.81
REDD,2657,12479,4.63,52427.18,51.84,44.16,0.44,0.38,1.92,1.25
STOCK,2657,12479,4.63,52431.81,96.17,0.67,0.42,0.36,0.91,1.47
WILLINGHAM,2659,12475,4.62,52436.43,66.40,29.12,0.48,0.35,1.56,2.08
REDMAN,2660,12474,4.62,52441.06,83.75,10.98,0.39,0.93,2.09,1.85
ZAMBRANO,2661,12471,4.62,52445.68,7.92,0.28,1.42,0.19,0.55,89.64
GAFFNEY,2662,12469,4.62,52450.30,84.81,11.82,0.38,0.22,1.15,1.62
HERR,2663,12466,4.62,52454.92,91.42,0.72,5.32,0.19,0.95,1.40
DEVLIN,2664,12460,4.62,52459.54,93.60,3.16,0.32,0.27,1.14,1.50
PRINGLE,2664,12460,4.62,52464.16,57.32,38.41,0.49,0.38,1.78,1.62
SCHUBERT,2664,12460,4.62,52468.78,95.85,0.31,0.56,0.37,0.87,2.03
CASPER,2667,12458,4.62,52473.40,94.05,2.20,0.65,0.47,1.08,1.55
HOUCK,2667,12458,4.62,52478.02,96.46,0.86,0.43,0.41,0.93,0.92
REES,2669,12456,4.62,52482.63,95.13,1.06,0.64,0.34,1.16,1.68
WING,2670,12453,4.62,52487.25,82.98,3.97,7.08,1.45,2.36,2.16
EBERT,2671,12440,4.61,52491.86,96.40,0.36,0.49,0.34,0.95,1.46
JETER,2672,12419,4.60,52496.47,45.67,50.06,0.28,0.39,1.93,1.66
CORNEJO,2673,12416,4.60,52501.07,4.96,0.23,1.79,0.14,0.34,92.53
GILLETTE,2674,12414,4.60,52505.67,88.78,5.85,0.54,0.77,1.80,2.26
SHOCKLEY,2675,12413,4.60,52510.27,84.71,11.06,0.29,0.80,1.83,1.31
AMATO,2676,12411,4.60,52514.87,93.79,0.28,0.54,0.19,1.27,3.93
GIRARD,2677,12407,4.60,52519.47,93.25,1.93,0.62,0.37,1.65,2.18
LEGGETT,2678,12406,4.60,52524.07,72.17,24.60,0.24,0.43,1.26,1.30
CHEATHAM,2679,12403,4.60,52528.67,58.67,37.46,0.33,0.43,1.81,1.30
BUSTOS,2680,12401,4.60,52533.26,6.99,0.14,4.39,0.28,0.47,87.73
EPPERSON,2681,12400,4.60,52537.86,85.82,9.05,0.48,1.19,1.89,1.57
DUBOSE,2682,12377,4.59,52542.45,50.17,46.42,0.19,0.41,1.58,1.24
SEITZ,2683,12375,4.59,52547.04,96.73,0.30,0.53,0.30,1.12,1.03
EAST,2684,12357,4.58,52551.62,85.33,10.89,0.32,0.62,1.51,1.33
FRIAS,2684,12357,4.58,52556.20,9.11,0.46,3.69,0.50,0.97,85.26
SCHOFIELD,2686,12356,4.58,52560.78,89.46,6.33,0.54,0.77,1.25,1.65
STEEN,2686,12356,4.58,52565.36,83.94,12.02,0.56,0.81,1.32,1.35
ORLANDO,2688,12353,4.58,52569.94,91.52,1.16,0.66,0.11,1.18,5.37
MYLES,2689,12348,4.58,52574.52,23.65,72.02,0.30,0.24,2.24,1.55
CARON,2690,12343,4.58,52579.09,95.43,0.56,0.49,0.41,1.19,1.92
GREY,2691,12338,4.57,52583.66,67.77,22.79,1.59,3.02,2.24,2.59
DENNEY,2692,12333,4.57,52588.24,94.72,1.27,0.43,0.90,1.23,1.44
ONTIVEROS,2693,12317,4.57,52592.80,5.57,0.14,0.35,0.37,0.42,93.16
BURDEN,2694,12299,4.56,52597.36,69.48,26.55,0.39,0.76,1.43,1.39
JAEGER,2695,12298,4.56,52601.92,96.19,0.24,0.69,0.37,0.89,1.62
REICH,2696,12283,4.55,52606.47,95.79,0.56,0.38,0.58,1.18,1.51
WITHERSPOON,2696,12283,4.55,52611.03,34.69,61.30,0.22,0.37,1.99,1.42
NAJERA,2698,12270,4.55,52615.58,4.35,0.29,0.74,0.27,0.39,93.96
FRANTZ,2699,12252,4.54,52620.12,96.09,0.62,0.42,0.51,1.01,1.35
HAMMONDS,2700,12238,4.54,52624.65,59.27,29.33,0.28,8.08,1.69,1.35
XU,2701,12228,4.53,52629.19,0.43,(S),98.47,(S),0.79,0.28
LEAVITT,2702,12223,4.53,52633.72,94.81,0.27,0.48,1.50,1.14,1.80
GILCHRIST,2703,12210,4.53,52638.24,64.22,32.18,0.27,0.38,1.45,1.51
ADAM,2704,12209,4.53,52642.77,78.89,10.65,2.60,0.43,2.97,4.46
BARONE,2705,12208,4.53,52647.30,95.42,0.58,0.35,0.12,1.02,2.51
FORMAN,2706,12202,4.52,52651.82,85.09,10.96,0.36,0.49,1.20,1.90
CEJA,2707,12199,4.52,52656.34,2.72,0.15,0.11,0.20,0.16,96.65
RAGSDALE,2708,12195,4.52,52660.86,81.16,13.13,0.45,1.32,1.99,1.95
SISK,2709,12191,4.52,52665.38,92.90,3.17,0.27,0.89,1.26,1.51
TUBBS,2709,12191,4.52,52669.90,73.32,22.04,0.48,1.03,1.87,1.26
ELIZONDO,2711,12183,4.52,52674.42,6.70,0.19,0.21,0.50,0.21,92.19
PRESSLEY,2712,12182,4.52,52678.93,55.94,40.81,0.33,0.42,1.31,1.20
BOLLINGER,2713,12180,4.52,52683.45,96.51,0.36,0.49,0.48,1.16,1.00
LINN,2714,12178,4.51,52687.96,93.51,0.53,1.69,0.71,1.35,2.20
HUNTLEY,2715,12175,4.51,52692.47,70.21,26.03,0.48,0.38,1.78,1.12
DEWEY,2716,12174,4.51,52696.99,93.39,1.75,0.52,1.68,1.46,1.20
GEARY,2717,12168,4.51,52701.50,93.41,3.15,0.39,0.49,1.15,1.41
CARLOS,2718,12162,4.51,52706.01,16.35,4.55,10.39,1.04,1.89,65.79
RAGLAND,2719,12159,4.51,52710.51,52.80,43.10,0.38,0.45,2.07,1.20
MIXON,2720,12154,4.51,52715.02,66.12,30.50,0.21,0.39,1.65,1.12
BAUGH,2721,12152,4.50,52719.52,76.97,18.84,0.39,0.59,1.74,1.46
MCARTHUR,2721,12152,4.50,52724.03,77.71,17.31,0.50,1.00,1.79,1.70
TAM,2723,12150,4.50,52728.53,5.92,0.53,90.41,0.09,2.12,0.92
NOBLES,2724,12149,4.50,52733.04,66.94,28.33,0.49,0.61,1.45,2.19
CLEVENGER,2725,12146,4.50,52737.54,96.12,0.21,0.38,0.63,1.31,1.35
FOUST,2726,12145,4.50,52742.04,87.90,8.79,0.35,0.51,1.22,1.23
LUSK,2726,12145,4.50,52746.54,88.17,8.25,0.33,0.58,1.33,1.34
COONEY,2728,12136,4.50,52751.04,94.29,2.57,0.40,0.28,1.06,1.40
TAMAYO,2729,12130,4.50,52755.54,5.50,0.56,9.89,0.23,1.06,82.76
ROBERT,2730,12129,4.50,52760.03,74.28,16.04,1.67,0.56,2.04,5.40
LONGO,2731,12122,4.49,52764.53,94.27,0.70,0.33,0.09,1.34,3.28
OVERSTREET,2732,12121,4.49,52769.02,80.32,16.39,0.33,0.50,1.37,1.09
OGLESBY,2733,12117,4.49,52773.51,65.68,30.30,0.30,0.50,1.77,1.45
MACE,2734,12114,4.49,52778.00,90.59,4.64,0.27,1.26,1.08,2.15
